Time : 08-19-11-11-43.6 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.45, 1.58, 4.55)/
Time : 08-19-11-11-43.7 //TaskState : Task1//User1 Position(2.13, 1.34, 2.41)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.44, 1.57, 4.55)/
Time : 08-19-11-11-43.8 //TaskState : Task1//User1 Position(3.99, 0.85, 3.71)/User2 Position(2.37, 1.35, 4.56)/User3 Position(4.44, 1.57, 4.55)/
Time : 08-19-11-11-44.1 //TaskState : Task1//User1 Position(3.99, 0.85, 3.71)/User2 Position(4.07, 1.01, 4.38)/User3 Position(4.44, 1.57, 4.55)/
Time : 08-19-11-11-44.2 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.09, 0.96, 4.41)/User3 Position(4.42, 1.58, 4.55)/
Time : 08-19-11-11-44.7 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.10, 0.94, 4.42)/User3 Position(4.42, 1.58, 4.55)/
Time : 08-19-11-11-44.8 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.18, 0.82, 4.48)/User3 Position(4.44, 1.55, 4.53)/
Time : 08-19-11-11-44.9 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.18, 0.81, 4.49)/User3 Position(4.45, 1.55, 4.53)/
Time : 08-19-11-11-45.0 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.47, 1.54, 4.53)/
Time : 08-19-11-11-45.1 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.48, 1.52, 4.52)/
Time : 08-19-11-11-45.2 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.49, 1.51, 4.53)/
Time : 08-19-11-11-45.3 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.49, 1.51, 4.52)/
Time : 08-19-11-11-45.5 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.49, 1.51, 4.52)/
Time : 08-19-11-11-45.6 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.48, 1.51, 4.52)/
Time : 08-19-11-11-45.7 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.47, 1.51, 4.51)/
Time : 08-19-11-11-45.8 //TaskState : Task1//User1 Position(3.99, 0.84, 3.71)/User2 Position(4.19, 0.80, 4.49)/User3 Position(4.47, 1.52, 4.50)/
