Time : 07-26-15-13-44.4 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.82, 1.62, 3.47)/
Time : 07-26-15-13-44.5 //TaskState : Task1//User1 Position(1.97, 1.38, 0.00)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.81, 1.62, 3.46)/
Time : 07-26-15-13-44.9 //TaskState : Task1//User1 Position(1.97, 1.38, 0.00)/User2 Position(0.80, 1.38, 0.00)/User3 Position(3.80, 1.62, 3.45)/
Time : 07-26-15-13-45.0 //TaskState : Task1//User1 Position(1.97, 1.38, 0.00)/User2 Position(0.80, 1.38, 0.00)/User3 Position(3.75, 1.62, 3.42)/
Time : 07-26-15-13-45.5 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.80, 1.38, 0.00)/User3 Position(3.73, 1.62, 3.41)/
Time : 07-26-15-13-45.5 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.80, 1.38, 0.00)/User3 Position(3.71, 1.62, 3.39)/
Time : 07-26-15-13-45.7 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.62, 3.38)/
Time : 07-26-15-13-45.8 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.62, 3.38)/
Time : 07-26-15-13-45.9 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.61, 3.38)/
Time : 07-26-15-13-46.0 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.62, 3.39)/
Time : 07-26-15-13-46.1 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.62, 3.40)/
Time : 07-26-15-13-46.3 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.62, 3.41)/
Time : 07-26-15-13-46.4 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.71, 1.61, 3.41)/
Time : 07-26-15-13-46.5 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.72, 1.60, 3.42)/
Time : 07-26-15-13-46.6 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.72, 1.60, 3.42)/
Time : 07-26-15-13-46.7 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.72, 1.60, 3.42)/
Time : 07-26-15-13-46.8 //TaskState : Task1//User1 Position(1.97, 1.37, 0.00)/User2 Position(0.13, 1.55, 0.00)/User3 Position(3.73, 1.60, 3.42)/
