Time : 07-23-19-50-42.7 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(5.05, 1.14, 3.09)/
Time : 07-23-19-50-42.9 //TaskState : Task1//User1 Position(4.87, 1.38, 2.45)/User2 Position(1.94, 0.00, 3.65)/User3 Position(5.04, 1.14, 3.09)/
Time : 07-23-19-50-43.0 //TaskState : Task1//User1 Position(4.87, 1.38, 2.45)/User2 Position(3.89, 0.94, 3.28)/User3 Position(5.04, 1.14, 3.09)/
Time : 07-23-19-50-43.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.89, 0.94, 3.26)/User3 Position(5.04, 1.14, 3.08)/
Time : 07-23-19-50-43.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.78, 0.94, 3.20)/User3 Position(5.03, 1.14, 3.07)/
Time : 07-23-19-50-43.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.60, 0.96, 3.12)/User3 Position(4.98, 1.14, 3.06)/
Time : 07-23-19-50-44.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.57, 0.96, 3.12)/User3 Position(4.98, 1.14, 3.06)/
Time : 07-23-19-50-44.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.51, 0.96, 3.15)/User3 Position(4.98, 1.14, 3.05)/
Time : 07-23-19-50-44.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.46, 0.97, 3.18)/User3 Position(4.98, 1.14, 3.05)/
Time : 07-23-19-50-44.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.40, 0.97, 3.21)/User3 Position(4.99, 1.15, 3.05)/
Time : 07-23-19-50-44.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.34, 0.96, 3.24)/User3 Position(4.99, 1.15, 3.05)/
Time : 07-23-19-50-44.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.29, 0.95, 3.27)/User3 Position(4.99, 1.15, 3.05)/
Time : 07-23-19-50-44.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.26, 0.94, 3.32)/User3 Position(4.99, 1.15, 3.04)/
Time : 07-23-19-50-44.7 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.23, 0.94, 3.37)/User3 Position(5.00, 1.16, 3.04)/
Time : 07-23-19-50-44.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.21, 0.94, 3.43)/User3 Position(5.00, 1.16, 3.05)/
Time : 07-23-19-50-45.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.19, 0.93, 3.48)/User3 Position(5.00, 1.15, 3.05)/
Time : 07-23-19-50-45.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.18, 0.93, 3.52)/User3 Position(5.00, 1.16, 3.05)/
Time : 07-23-19-50-45.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.18, 0.93, 3.55)/User3 Position(5.01, 1.16, 3.06)/
Time : 07-23-19-50-45.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.20, 0.92, 3.58)/User3 Position(5.01, 1.16, 3.07)/
Time : 07-23-19-50-45.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.23, 0.93, 3.61)/User3 Position(5.02, 1.16, 3.07)/
Time : 07-23-19-50-45.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.26, 0.94, 3.64)/User3 Position(5.02, 1.16, 3.07)/
Time : 07-23-19-50-45.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.50, 1.04, 3.67)/User3 Position(5.02, 1.16, 3.07)/
Time : 07-23-19-50-45.7 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.61, 1.30, 3.62)/User3 Position(5.02, 1.17, 3.05)/
Time : 07-23-19-50-45.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.62, 1.27, 3.69)/User3 Position(5.01, 1.17, 3.03)/
Time : 07-23-19-50-46.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.30, 3.76)/User3 Position(5.01, 1.17, 3.02)/
Time : 07-23-19-50-46.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.65, 1.31, 3.72)/User3 Position(5.01, 1.17, 3.02)/
Time : 07-23-19-50-46.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.68, 1.31, 3.79)/User3 Position(5.01, 1.17, 3.01)/
Time : 07-23-19-50-46.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.68, 1.29, 3.82)/User3 Position(5.01, 1.18, 3.01)/
Time : 07-23-19-50-46.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.69, 1.30, 3.89)/User3 Position(5.01, 1.18, 3.01)/
Time : 07-23-19-50-46.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.67, 1.29, 3.94)/User3 Position(5.01, 1.18, 3.01)/
Time : 07-23-19-50-46.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.27, 3.94)/User3 Position(5.01, 1.17, 3.02)/
Time : 07-23-19-50-46.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.66, 1.27, 4.00)/User3 Position(5.01, 1.17, 3.02)/
Time : 07-23-19-50-46.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.62, 1.26, 3.92)/User3 Position(5.01, 1.17, 3.02)/
Time : 07-23-19-50-47.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.65, 1.26, 3.96)/User3 Position(5.00, 1.17, 3.02)/
Time : 07-23-19-50-47.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.65, 1.26, 3.95)/User3 Position(5.00, 1.16, 3.02)/
Time : 07-23-19-50-47.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.66, 1.26, 3.95)/User3 Position(4.99, 1.16, 3.01)/
Time : 07-23-19-50-47.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.67, 1.25, 3.97)/User3 Position(4.98, 1.16, 3.01)/
Time : 07-23-19-50-47.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.25, 3.94)/User3 Position(4.97, 1.15, 3.01)/
Time : 07-23-19-50-47.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.25, 3.94)/User3 Position(4.97, 1.15, 3.01)/
Time : 07-23-19-50-47.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.25, 3.94)/User3 Position(4.97, 1.15, 3.02)/
Time : 07-23-19-50-47.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.64, 1.25, 3.94)/User3 Position(4.96, 1.14, 3.02)/
Time : 07-23-19-50-47.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.46, 0.94, 4.06)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-48.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.47, 0.95, 4.00)/User3 Position(4.96, 1.13, 3.03)/
Time : 07-23-19-50-48.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.96, 3.98)/User3 Position(4.96, 1.13, 3.03)/
Time : 07-23-19-50-48.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.95, 3.92)/User3 Position(4.96, 1.13, 3.03)/
Time : 07-23-19-50-48.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.47, 0.95, 3.89)/User3 Position(4.96, 1.13, 3.03)/
Time : 07-23-19-50-48.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.46, 0.95, 3.82)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-48.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.45, 0.96, 3.81)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-48.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.44, 0.98, 3.79)/User3 Position(4.96, 1.14, 3.04)/
Time : 07-23-19-50-48.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.42, 0.97, 3.76)/User3 Position(4.96, 1.14, 3.04)/
Time : 07-23-19-50-48.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.44, 0.98, 3.72)/User3 Position(4.96, 1.14, 3.04)/
Time : 07-23-19-50-49.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.45, 0.98, 3.70)/User3 Position(4.96, 1.14, 3.04)/
Time : 07-23-19-50-49.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.45, 0.98, 3.71)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.49, 1.02, 3.71)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.47, 0.98, 3.84)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.46, 1.03, 3.89)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.32, 1.07, 3.98)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.27, 1.12, 4.02)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.25, 1.15, 4.02)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-49.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.29, 1.10, 4.06)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.32, 1.06, 4.12)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.37, 1.04, 4.14)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.49, 0.98, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.47, 0.99, 4.18)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-50.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.47, 0.98, 4.18)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.18)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.98, 4.18)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.99, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.3 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.99, 4.19)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.4 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.48, 0.99, 4.20)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.5 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.49, 1.01, 4.22)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.6 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.49, 1.01, 4.23)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.8 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.97, 1.25, 4.15)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-51.9 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.95, 1.26, 4.13)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-52.0 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.96, 1.25, 4.12)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-52.1 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.95, 1.24, 4.11)/User3 Position(4.96, 1.14, 3.03)/
Time : 07-23-19-50-52.2 //TaskState : Task1//User1 Position(4.87, 1.37, 2.45)/User2 Position(3.93, 1.22, 4.12)/User3 Position(4.96, 1.14, 3.03)/
