Time : 07-26-15-27-30.4 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.25, 1.69, 3.47)/
Time : 07-26-15-27-30.6 //TaskState : Task1//User1 Position(4.30, 1.83, 4.87)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.25, 1.69, 3.47)/
Time : 07-26-15-27-31.0 //TaskState : Task1//User1 Position(3.89, 1.70, 3.06)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.25, 1.69, 3.48)/
Time : 07-26-15-27-31.5 //TaskState : Task1//User1 Position(3.90, 1.72, 3.04)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.28, 1.65, 3.53)/
Time : 07-26-15-27-31.6 //TaskState : Task1//User1 Position(3.84, 1.96, 3.05)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.34, 1.66, 3.61)/
Time : 07-26-15-27-31.8 //TaskState : Task1//User1 Position(3.81, 1.70, 3.07)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.32, 1.67, 3.60)/
Time : 07-26-15-27-31.9 //TaskState : Task1//User1 Position(3.81, 1.70, 3.07)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.30, 1.68, 3.59)/
Time : 07-26-15-27-32.0 //TaskState : Task1//User1 Position(3.91, 1.58, 2.99)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.28, 1.68, 3.58)/
Time : 07-26-15-27-32.1 //TaskState : Task1//User1 Position(3.92, 1.60, 2.96)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.27, 1.69, 3.56)/
Time : 07-26-15-27-32.2 //TaskState : Task1//User1 Position(3.88, 1.74, 2.94)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.25, 1.69, 3.54)/
Time : 07-26-15-27-32.3 //TaskState : Task1//User1 Position(3.88, 1.85, 2.92)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.23, 1.69, 3.51)/
Time : 07-26-15-27-32.4 //TaskState : Task1//User1 Position(3.89, 1.90, 2.88)/User2 Position(3.70, 1.38, 4.28)/User3 Position(4.22, 1.69, 3.48)/
