Time : 07-23-22-01-31.7 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.64, 1.26, 3.23)/
Time : 07-23-22-01-31.9 //TaskState : Task1//User1 Position(5.39, 1.38, 2.24)/User2 Position(1.94, 0.00, 3.65)/User3 Position(4.64, 1.25, 3.21)/
Time : 07-23-22-01-31.9 //TaskState : Task1//User1 Position(5.39, 1.38, 2.24)/User2 Position(3.30, 1.21, 3.22)/User3 Position(4.65, 1.24, 3.20)/
Time : 07-23-22-01-32.1 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.34, 1.19, 3.27)/User3 Position(4.65, 1.23, 3.20)/
Time : 07-23-22-01-32.5 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.37, 1.21, 3.32)/User3 Position(4.66, 1.23, 3.19)/
Time : 07-23-22-01-32.6 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.56, 1.20, 3.58)/User3 Position(4.70, 1.27, 3.19)/
Time : 07-23-22-01-32.7 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.58, 1.20, 3.60)/User3 Position(4.70, 1.27, 3.19)/
Time : 07-23-22-01-32.9 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.65, 1.20, 3.64)/User3 Position(4.71, 1.27, 3.20)/
Time : 07-23-22-01-32.9 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.66, 1.20, 3.65)/User3 Position(4.71, 1.27, 3.20)/
Time : 07-23-22-01-33.1 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.67, 1.20, 3.68)/User3 Position(4.72, 1.28, 3.20)/
Time : 07-23-22-01-33.2 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.67, 1.20, 3.71)/User3 Position(4.72, 1.28, 3.21)/
Time : 07-23-22-01-33.3 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.68, 1.21, 3.74)/User3 Position(4.72, 1.28, 3.21)/
Time : 07-23-22-01-33.4 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.70, 1.21, 3.80)/User3 Position(4.72, 1.28, 3.21)/
Time : 07-23-22-01-33.5 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.71, 1.19, 3.86)/User3 Position(4.72, 1.27, 3.21)/
Time : 07-23-22-01-33.6 //TaskState : Task1//User1 Position(5.39, 1.37, 2.24)/User2 Position(3.70, 1.20, 3.91)/User3 Position(4.72, 1.27, 3.21)/
