Time : 08-13-14-00-17.7 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-17.8 //TaskState : Task1//User1 Position(4.88, 1.38, 4.33)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-18.2 //TaskState : Task1//User1 Position(4.88, 1.38, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-18.2 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-18.7 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-18.8 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.0 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.1 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.2 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.3 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.4 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.5 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.6 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.7 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.8 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-19.9 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-20.1 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
Time : 08-13-14-00-20.2 //TaskState : Task1//User1 Position(4.88, 1.37, 4.33)/User2 Position(4.21, 1.38, 2.57)/User3 Position(3.96, 0.46, 2.64)/
