Time : 08-30-13-17-04.4 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.18, 1.61, 4.36)/
Time : 08-30-13-17-04.5 //TaskState : Task1//User1 Position(3.89, 1.31, 3.69)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.19, 1.61, 4.37)/
Time : 08-30-13-17-04.8 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.22, 1.13, 2.76)/User3 Position(3.19, 1.60, 4.38)/
Time : 08-30-13-17-05.4 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.22, 1.13, 2.76)/User3 Position(3.20, 1.60, 4.39)/
Time : 08-30-13-17-05.5 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.21, 1.14, 2.76)/User3 Position(3.20, 1.60, 4.38)/
Time : 08-30-13-17-05.6 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.21, 1.14, 2.76)/User3 Position(3.20, 1.60, 4.37)/
Time : 08-30-13-17-05.7 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.21, 1.13, 2.76)/User3 Position(3.20, 1.60, 4.35)/
Time : 08-30-13-17-05.8 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.21, 1.13, 2.76)/User3 Position(3.21, 1.60, 4.34)/
Time : 08-30-13-17-06.0 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.21, 1.13, 2.76)/User3 Position(3.21, 1.60, 4.33)/
Time : 08-30-13-17-06.1 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.20, 1.13, 2.77)/User3 Position(3.21, 1.60, 4.32)/
Time : 08-30-13-17-06.2 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.19, 1.13, 2.77)/User3 Position(3.21, 1.60, 4.31)/
Time : 08-30-13-17-06.3 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.17, 1.12, 2.78)/User3 Position(3.21, 1.60, 4.30)/
Time : 08-30-13-17-06.4 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.16, 1.11, 2.79)/User3 Position(3.20, 1.60, 4.29)/
Time : 08-30-13-17-06.5 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.16, 1.11, 2.79)/User3 Position(3.20, 1.60, 4.28)/
Time : 08-30-13-17-06.6 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.16, 1.11, 2.79)/User3 Position(3.19, 1.60, 4.27)/
Time : 08-30-13-17-06.7 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.15, 1.10, 2.79)/User3 Position(3.18, 1.60, 4.26)/
Time : 08-30-13-17-06.8 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.14, 1.10, 2.80)/User3 Position(3.18, 1.60, 4.26)/
Time : 08-30-13-17-06.9 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.14, 1.09, 2.80)/User3 Position(3.19, 1.60, 4.25)/
Time : 08-30-13-17-07.0 //TaskState : Task1//User1 Position(4.68, 0.79, 3.40)/User2 Position(3.14, 1.09, 2.80)/User3 Position(3.20, 1.59, 4.26)/
Time : 08-30-13-17-07.1 //TaskState : Task1//User1 Position(4.69, 0.79, 3.40)/User2 Position(3.14, 1.09, 2.80)/User3 Position(3.21, 1.59, 4.27)/
