Time : 08-13-13-54-17.3 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-17.4 //TaskState : Task1//User1 Position(0.67, 1.38, 0.00)/User2 Position(1.94, 0.00, 3.65)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-17.8 //TaskState : Task1//User1 Position(0.67, 1.38, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-17.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-18.3 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-18.4 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-18.5 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-18.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.35, 1.26, 1.54)/
Time : 08-13-13-54-18.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.54)/
Time : 08-13-13-54-18.9 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.53)/
Time : 08-13-13-54-19.0 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.53)/
Time : 08-13-13-54-19.1 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.53)/
Time : 08-13-13-54-19.2 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.54)/
Time : 08-13-13-54-19.3 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.54)/
Time : 08-13-13-54-19.4 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.54)/
Time : 08-13-13-54-19.6 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.26, 1.54)/
Time : 08-13-13-54-19.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(4.16, 1.38, 2.59)/User3 Position(2.34, 1.27, 1.54)/
