Time : 07-23-19-26-20.5 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(0.73, 0.10, 1.78)/
Time : 07-23-19-26-20.7 //TaskState : Task1//User1 Position(0.67, 1.38, 0.00)/User2 Position(1.94, 0.00, 3.65)/User3 Position(0.10, 0.60, 1.22)/
Time : 07-23-19-26-21.1 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.45, 0.94, 4.25)/User3 Position(0.10, 0.60, 1.22)/
Time : 07-23-19-26-21.6 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.44, 0.94, 4.26)/User3 Position(0.10, 0.60, 1.22)/
Time : 07-23-19-26-21.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.46, 1.16, 4.23)/User3 Position(0.11, 0.59, 1.23)/
Time : 07-23-19-26-21.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.46, 1.16, 4.23)/User3 Position(0.11, 0.59, 1.23)/
Time : 07-23-19-26-21.9 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.45, 1.22, 4.22)/User3 Position(0.11, 0.59, 1.23)/
Time : 07-23-19-26-22.1 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.44, 1.21, 4.21)/User3 Position(0.11, 0.59, 1.23)/
Time : 07-23-19-26-22.2 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.44, 1.21, 4.21)/User3 Position(-0.60, 1.80, 1.55)/
Time : 07-23-19-26-22.3 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.44, 1.22, 4.22)/User3 Position(-0.60, 1.79, 1.56)/
Time : 07-23-19-26-22.4 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.78, 1.56)/
Time : 07-23-19-26-22.5 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.56)/
Time : 07-23-19-26-22.6 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.76, 1.56)/
Time : 07-23-19-26-22.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.76, 1.56)/
Time : 07-23-19-26-22.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.57)/
Time : 07-23-19-26-23.0 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.57)/
Time : 07-23-19-26-23.1 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.57)/
Time : 07-23-19-26-23.2 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.57)/
Time : 07-23-19-26-23.3 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.77, 1.57)/
Time : 07-23-19-26-23.4 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.76, 1.57)/
Time : 07-23-19-26-23.5 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.61, 1.76, 1.57)/
Time : 07-23-19-26-23.6 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.76, 1.57)/
Time : 07-23-19-26-23.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.76, 1.57)/
Time : 07-23-19-26-23.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.76, 1.57)/
Time : 07-23-19-26-24.0 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.77, 1.57)/
Time : 07-23-19-26-24.1 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.77, 1.57)/
Time : 07-23-19-26-24.2 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.3 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.4 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.23, 4.22)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.5 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.43, 1.22, 4.22)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.6 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.42, 1.20, 4.22)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.7 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.39, 1.16, 4.23)/User3 Position(-0.60, 1.77, 1.56)/
Time : 07-23-19-26-24.8 //TaskState : Task1//User1 Position(0.67, 1.37, 0.00)/User2 Position(3.36, 1.11, 4.24)/User3 Position(-0.60, 1.77, 1.56)/
