Time : 09-10-11-32-12.0 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.47, 1.55, 4.03)/
Time : 09-10-11-32-12.2 //TaskState : Task1//User1 Position(4.84, 0.00, 3.15)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.47, 1.52, 4.02)/
Time : 09-10-11-32-12.3 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(1.94, 0.00, 3.65)/User3 Position(3.47, 1.51, 4.01)/
Time : 09-10-11-32-12.6 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.91, 1.31, 4.53)/User3 Position(3.47, 1.51, 4.01)/
Time : 09-10-11-32-12.7 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.85, 1.28, 4.50)/User3 Position(3.44, 1.48, 4.03)/
Time : 09-10-11-32-12.9 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.84, 1.28, 4.49)/User3 Position(3.44, 1.48, 4.03)/
Time : 09-10-11-32-13.0 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.78, 1.27, 4.49)/User3 Position(3.44, 1.48, 4.04)/
Time : 09-10-11-32-13.2 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.77, 1.27, 4.55)/User3 Position(3.47, 1.53, 4.07)/
Time : 09-10-11-32-13.3 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.76, 1.27, 4.61)/User3 Position(3.49, 1.54, 4.06)/
Time : 09-10-11-32-13.4 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.76, 1.27, 4.64)/User3 Position(3.49, 1.54, 4.06)/
Time : 09-10-11-32-13.5 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.79, 1.26, 4.78)/User3 Position(3.57, 1.58, 4.07)/
Time : 09-10-11-32-13.7 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.80, 1.26, 4.84)/User3 Position(3.58, 1.58, 4.08)/
Time : 09-10-11-32-13.8 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.82, 1.28, 4.89)/User3 Position(3.59, 1.59, 4.09)/
Time : 09-10-11-32-13.9 //TaskState : Task1//User1 Position(4.03, 1.38, 3.33)/User2 Position(3.88, 1.31, 4.93)/User3 Position(3.58, 1.59, 4.08)/
